type,title,episode,season,number,date,platform
TV,FOX & Friends First,Episode 78,2026,78,2026-04-20,Fox News Channel
TV,Come Dine With Me,Episode 12,10,12,2026-04-20,Kan 11
TV,The Cook Up with Adam Liaw,Sandwich Secrets,9,28,2026-04-20,SBS Food
TV,7.30,Episode 60,2026,60,2026-04-20,ABC
TV,The Floor,Episode 2,2,2,2026-04-20,Nine Network
TV,MasterChef Australia,Episode 2,18,2,2026-04-20,Network 10
TV,След,Немного чуда,22,114,2026-04-20,Пятый канал
TV,Squawk Box,Episode 78,2026,78,2026-04-20,CNBC
TV,Morning Joe,Episode 77,2026,77,2026-04-20,MS NOW
TV,CNN This Morning,Episode 78,2026,78,2026-04-20,"CNN,CNN Max"
TV,FOX & Friends,Episode 78,2026,78,2026-04-20,Fox News Channel
TV,Rex - Vienna Calling,Laib und Leben,1,2,2026-04-20,ORF 1
TV,Australian Story,Lost (Part 2) - Celine Cremer,31,10,2026-04-20,ABC
TV,Blind Gekocht,Aflevering 2,8,2,2026-04-20,Play
TV,Four Corners,Attention Deficit,2026,10,2026-04-20,ABC
TV,MAFS: After The Dinner Party,MAFS: After The Experiment,1,9,2026-04-20,Nine Network
TV,CNN News Central,Episode 78,2026,78,2026-04-20,CNN
TV,Good Morning America,Episode 78,2026,78,2026-04-20,ABC
TV,Today,Episode 78,2026,78,2026-04-20,NBC
TV,CBS Mornings,Rachel Feintzeig,2026,78,2026-04-20,CBS
TV,Great British Menu,The Finals: Starters,21,25,2026-04-20,BBC iPlayer
TV,Great British Menu,The Finals: Fish Course,21,26,2026-04-20,BBC iPlayer
TV,Great British Menu,The Finals: Main Course,21,27,2026-04-20,BBC iPlayer
TV,Great British Menu,The Finals: Dessert,21,28,2026-04-20,BBC iPlayer
TV,Great British Menu,Banquet Special,21,29,2026-04-20,BBC iPlayer
TV,Media Watch,Episode 11,2026,11,2026-04-20,ABC
TV,10's Late News,Episode 78,2026,78,2026-04-20,10 Play
TV,Echoes of a Thousand Moons,Episode 29,1,29,2026-04-20,"CCTV-8,iQIYI"
TV,Echoes of a Thousand Moons,Episode 30,1,30,2026-04-20,"CCTV-8,iQIYI"
TV,Planet America,TBA,2026,12,2026-04-20,ABC
TV,5 News at Lunchtime,Episode 76,2026,76,2026-04-20,5
TV,An Aimsir Láithreach,Episode 110,2026,110,2026-04-20,TG4
TV,Alle mot alle,Første kvartfinale,12,57,2026-04-20,HBO Max
TV,Judy Justice,Lineage Larceny and Some Expensive Teeth,4,66,2026-04-20,Prime Video
TV,Funny AF with Kevin Hart,Episode 1,1,1,2026-04-20,Netflix
TV,Funny AF with Kevin Hart,Episode 2,1,2,2026-04-20,Netflix
TV,Funny AF with Kevin Hart,Episode 3,1,3,2026-04-20,Netflix
TV,Funny AF with Kevin Hart,Episode 4,1,4,2026-04-20,Netflix
TV,Star Wars: Maul - Shadow Lord,Chapter 5: Inquisition,1,5,2026-04-20,Disney+
TV,Star Wars: Maul - Shadow Lord,Chapter 6: Night of the Hunted ,1,6,2026-04-20,Disney+
TV,WWE Monday Night RAW,"#1717 - T-Mobile Arena in Las Vegas, NV",33,16,2026-04-20,Netflix
TV,Kevin,Episode 1,1,1,2026-04-20,Prime Video
TV,Kevin,Episode 2,1,2,2026-04-20,Prime Video
TV,Kevin,Episode 3,1,3,2026-04-20,Prime Video
TV,Kevin,Episode 4,1,4,2026-04-20,Prime Video
TV,Kevin,Episode 5,1,5,2026-04-20,Prime Video
TV,Kevin,Episode 6,1,6,2026-04-20,Prime Video
TV,Kevin,Episode 7,1,7,2026-04-20,Prime Video
TV,Kevin,Episode 8,1,8,2026-04-20,Prime Video
TV,Flavor of Us,Episode 5,1,5,2026-04-20,YouTube
TV,Tom Scott: England,Episode 5,1,5,2026-04-20,Nebula
TV,Amanpour,Episode 76,2026,76,2026-04-20,CNN International
TV,American Pulse,Episode 78,2026,78,2026-04-20,CNN Headlines
TV,The Brokenwood Mysteries,Midnight in the Garden,12,3,2026-04-20,Acorn TV
TV,Ling Wu Dalu,Episode 171,1,171,2026-04-20,iQIYI
TV,Good Mythical Morning,04/20/2026,29,76,2026-04-20,YouTube
TV,The Game,Episode 8,5,8,2026-04-20,Shahid
TV,Good Morning Football,Episode 73,11,73,2026-04-20,NFL Network
TV,9News Late,Episode 78,2026,78,2026-04-20,Nine Network
TV,Boston Marathon,2026 Boston Marathon (LIVE),2026,1,2026-04-20,ESPN2
TV,Squawk on the Street,Episode 77,2026,77,2026-04-20,CNBC
TV,The 700 Club,Episode 76,2026,76,2026-04-20,Syndication
TV,100 Huntley Street,Episode 78,2026,78,2026-04-20,Yes TV
TV,ABC Late News,Episode 77,2026,77,2026-04-20,ABC
TV,ABC News Live First,Episode 78,2026,78,2026-04-20,ABC News Live
TV,America's Newsroom,Episode 77,2026,77,2026-04-20,Fox News Channel
TV,Today 3rd Hour,Episode 77,2026,77,2026-04-20,"NBC,Peacock"
TV,Girl Rules,Episode 6,1,6,2026-04-20,GMM25
TV,Farming Life in Another World,Winter,2,3,2026-04-20,AT-X
TV,Sueños de libertad,Capítulo 543,3,66,2026-04-20,Antena 3
TV,Yumi's Cells,Episode 3,3,3,2026-04-20,TVING
TV,Yumi's Cells,Episode 4,3,4,2026-04-20,TVING
TV,Três Graças,Capítulo 157,1,157,2026-04-20,TV Globo
TV,Ana Cabrera Reports,Episode 75,2026,75,2026-04-20,MS NOW
TV,The Situation Room,Episode 78,2026,78,2026-04-20,CNN
TV,Witch Hat Atelier,Meetings in Kalhn,1,4,2026-04-20,Tokyo MX
TV,Escape to the Country,Worcestershire,26,45,2026-04-20,BBC One
TV,First Take,Episode 158,20,158,2026-04-20,ESPN
TV,CBS News 24/7,Episode 76,2026,76,2026-04-20,CBS News
TV,TODAY with Jenna & Sheinelle,Episode 70,1,70,2026-04-20,NBC
TV,The Klutzy Class Monitor and the Girl with the Short Skirt,Episode 3,1,3,2026-04-20,Tokyo MX
TV,Money Movers,Episode 77,2026,77,2026-04-20,CNBC
TV,Liar Game,Resolution,1,3,2026-04-20,TV Tokyo
TV,The Faulkner Focus,Episode 78,2026,78,2026-04-20,Fox News Channel
TV,Love Like A Bike,Episode 8,1,8,2026-04-20,Channel 3
TV,Spillet,Episode 17,2,17,2026-04-20,TV2 Echo
TV,Fatal Attraction: I'd Kill To Be You,Whitney Caraway: Friends Turned Foes,1,13,2026-04-20,TV One
TV,How NOT To Hire A Hitman,Thee-Year Plan,1,12,2026-04-20,Super Channel Fuse
TV,Jeopardy!,"Returning Champion Vs. TBD Vs. TBD, Show # 9481.",42,161,2026-04-20,Syndication
TV,Days of Our Lives,Ep. #15360,2026,78,2026-04-20,Peacock
TV,Chris Jansing Reports,Episode 75,2026,75,2026-04-20,MS NOW
TV,Fast Money Halftime Report,Episode 77,2026,77,2026-04-20,CNBC
TV,Wheel of Fortune,The Open Road,43,161,2026-04-20,Syndication
TV,25 Words or Less,"Fast Clues, Faster Pressure -- No Retakes",7,136,2026-04-20,Syndication
TV,Inside Edition,Episode 161,38,161,2026-04-20,Syndication
TV,Entertainment Tonight,Episode 94,2026,94,2026-04-20,Syndication
TV,Extra,Episode 193,32,193,2026-04-20,Syndication
TV,Flip Side,Cha Cha Cha!,2,162,2026-04-20,Syndication
TV,The Perfect Line,Gotta Go!,1,161,2026-04-20,Syndication
TV,5 News at 5,Episode 76,2026,76,2026-04-20,5
TV,Democracy Now!,Episode 78,2026,78,2026-04-20,Syndication
TV,Access Daily with Mario & Kit,Episode 77,2026,77,2026-04-20,Syndication
TV,Inside Politics,Episode 77,2026,77,2026-04-20,CNN
TV,Outnumbered,Episode 78,2026,78,2026-04-20,Fox News Channel
TV,NBC News Daily,Episode 78,2026,78,2026-04-20,NBC.com
TV,Duel,Episode 48,2026,48,2026-04-20,RTVS
TV,Live with Kelly & Mark,"Vincent D'Onofrio, Bear Grylls",4,165,2026-04-20,Syndication
TV,Life in Smokey Blue,Episode 3,1,3,2026-04-20,YTV
TV,Delikanlı,3. Bölüm,1,3,2026-04-20,Show TV
TV,The Exchange,Episode 77,2026,77,2026-04-20,CNBC
TV,ABC News Live,Episode 78,2026,78,2026-04-20,ABC News Live
TV,CNN News Central (PM),Episode 78,2026,78,2026-04-20,CNN
TV,Aftenshowet,Episode 58,2026,58,2026-04-20,DR1
TV,America Reports,Episode 77,2026,77,2026-04-20,Fox News Channel
TV,"Sun, Sea and Selling Houses",Episode 1,9,1,2026-04-20,Channel 4
TV,GMA3,Episode 149,6,149,2026-04-20,"ABC,Hulu"
TV,Alles was zählt,Folge 4929,2026,75,2026-04-20,RTL
TV,The Bold and the Beautiful,Ep. #9759,2026,75,2026-04-20,CBS
TV,Gelin,Episode 423,3,186,2026-04-20,Kanal 7
TV,Pokoli rokonok,Pokoli rokonok,2,82,2026-04-20,RTL
TV,Åsted Norge,TBA,21,21,2026-04-20,TV 2 Direkte
TV,5 News at 18.55,Episode 76,2026,76,2026-04-20,5
TV,A legjobb ajánlat,17. rész,1,17,2026-04-20,RTL
TV,"Goede Tijden, Slechte Tijden",Aflevering 7248,36,133,2026-04-20,RTL4
TV,Katy Tur Reports,Episode 76,2026,76,2026-04-20,MS NOW
TV,Power Lunch,Episode 77,2026,77,2026-04-20,CNBC
TV,American Agenda,Episode 78,2026,78,2026-04-20,Newsmax
TV,Terzake,Aflevering 77,2026,77,2026-04-20,VRT CANVAS
TV,Beyond the Gates,Episode 273,2026,74,2026-04-20,CBS
TV,Exatlon Hungary,Episode 21,5,21,2026-04-20,TV2
TV,How to Clean Up for Cash,Episode 2,1,2,2026-04-20,ITV1
TV,Sergio Over De Grens,Marco 2021,1,9,2026-04-20,VTM
TV,Mastermind,Final,2026,31,2026-04-20,BBC Two
TV,De Afspraak,Aflevering 44,2026,44,2026-04-20,VRT CANVAS
TV,Huis Gemaakt,Aflevering 15,5,15,2026-04-20,VTM
TV,Kunnen we overeenkomen?,Aflevering 6,2,6,2026-04-20,VRT 1
TV,5 News at 19:55,Episode 76,2026,76,2026-04-20,5
TV,Closing Bell,Episode 77,2026,77,2026-04-20,CNBC
TV,An Là,Episode 110,2026,110,2026-04-20,BBC Alba
TV,The Story,Episode 78,2026,78,2026-04-20,Fox News Channel
TV,Construction Fails,Trouble In Thailand,3,2,2026-04-20,National Geographic
TV,The Dog House,Episode 6,9,6,2026-04-20,Channel 4
TV,The Motorway Cops: Catching Britain's Speeders,Episode 2,10,2,2026-04-20,5
TV,Alter Ego,Épisode 3,1,3,2026-04-20,TF1
TV,"Hey Rookie, Welcome to the NFL",Denzel Boston,2026,3,2026-04-20,ESPN2
TV,Little Big Italy,Bucarest,9,3,2026-04-20,Nove
TV,University Challenge,Grand Final: Edinburgh v Manchester,55,37,2026-04-20,BBC Two
TV,La Revuelta,Episodio 113,2,113,2026-04-20,TVE
TV,Åsted Norge,TBA,21,22,2026-04-20,TV 2 Direkte
TV,"I'm a Celebrity, Get Me Out of Here! South Africa",Episode 11,2,11,2026-04-20,ITV1
TV,The Last Hunt for Nazi Gold,Nazi Gold Train,1,4,2026-04-20,Sky History
TV,Deadline: White House,Episode 77,2026,77,2026-04-20,MS NOW
TV,The Arena with Kasie Hunt,Episode 78,2026,78,2026-04-20,CNN
TV,Closing Bell: Overtime,Episode 77,2026,77,2026-04-20,CNBC
TV,NFL Live,Episode 221,27,221,2026-04-20,ESPN
TV,Al Rojo Vivo,Capítulo 77,2026,77,2026-04-20,Telemundo
TV,The Will Cain Show,Episode 79,2026,79,2026-04-20,Fox News Channel
TV,Shed & Buried: Classic Cars,Humber Imperial,4,5,2026-04-20,Quest
TV,Alter Ego,Épisode 4,1,4,2026-04-20,TF1
TV,Chernobyl: Inside the Meltdown,Sacrifice,1,3,2026-04-20,National Geographic
TV,Suez: 24 Hours That Ended the British Empire,Episode 1,1,1,2026-04-20,Channel 4
TV,Egypt With Dan Snow,Episode 1,1,1,2026-04-20,5
TV,Made in Chelsea,Episode 7,31,7,2026-04-20,E4
TV,Fast Money,Episode 77,2026,77,2026-04-20,CNBC
TV,ABC News Live Reports,Episode 78,2026,78,2026-04-20,ABC News Live
TV,The Lead with Jake Tapper,Episode 77,2026,77,2026-04-20,CNN
TV,The Five,Episode 78,2026,78,2026-04-20,Fox News Channel
TV,Donal MacIntyre's UK Killer Evidence,Pound Coin Killer,3,3,2026-04-20,TRUE CRIME
TV,Chernobyl: Inside the Meltdown,Truth,1,4,2026-04-20,National Geographic
TV,Chernobyl: Days That Shocked the World,Episode 1,1,1,2026-04-20,Channel 4
TV,Secret Sex Lives of Tyrants,Mao,1,6,2026-04-20,Sky History
TV,I'm A Celebrity... Unpacked (South Africa),Episode 11,1,11,2026-04-20,ITVX
TV,The Beat with Ari Melber,Episode 76,2026,76,2026-04-20,MS NOW
TV,America Says,Episode 6,6,6,2026-04-20,Game Show Network
TV,Mad Money,Episode 77,2026,77,2026-04-20,CNBC
TV,Special Report,Episode 78,2026,78,2026-04-20,Fox News Channel
TV,Chernobyl: Days That Shocked the World,Episode 2,1,2,2026-04-20,Channel 4
TV,The Weeknight,Episode 75,2026,75,2026-04-20,MS NOW
TV,Erin Burnett OutFront,Episode 77,2026,77,2026-04-20,CNN
TV,The Ingraham Angle,Episode 78,2026,78,2026-04-20,Fox News Channel
TV,Indéfendable,"À bon chat, bon rat",4,117,2026-04-20,TVA
TV,World Championship Snooker Highlights,Day 3,2026,3,2026-04-20,BBC Two
TV,Rock the Block,Getting Archy With It,7,2,2026-04-20,HGTV
TV,The Neighborhood,Welcome to the Purse Dog,8,17,2026-04-20,CBS
TV,Below Deck Down Under,Dates and Confused,4,12,2026-04-20,Bravo
TV,The 1% Club,We Found Waldo,3,2,2026-04-20,FOX
TV,90 Day: The Single Life,The Art of Dragging,5,11,2026-04-20,TLC
TV,Jesse Watters Primetime,Episode 78,2026,78,2026-04-20,Fox News Channel
TV,Contraband: Seized at the Airport,Bulking Up,2,8,2026-04-20,Discovery
TV,Les Traîtres,Chacun pour soi,3,3,2026-04-20,Noovo
TV,Anderson Cooper 360°,CNN Global Report: War With Iran,2026,74,2026-04-20,CNN
TV,American Idol,Disney Night,24,13,2026-04-20,ABC
TV,DMV,Drive-ory Tower,1,17,2026-04-20,CBS
TV,Corazón de Oro,Capítulo 36,1,36,2026-04-20,Las Estrellas
TV,The Ultimate Baking Championship,Mastery Of Sugar,1,7,2026-04-20,Food Network
TV,FBI,Behavior,8,18,2026-04-20,CBS
TV,The Rachel Maddow Show,Episode 16,2026,16,2026-04-20,MS NOW
TV,History's Greatest Mysteries,What Killed Bruce Lee?,7,11,2026-04-20,History
TV,Hannity,Episode 78,2026,78,2026-04-20,Fox News Channel
TV,Foul Play with Anthony Davis,Bad Romance,1,3,2026-04-20,TBS
TV,The Source with Kaitlan Collins,Episode 72,2026,72,2026-04-20,CNN
TV,Unexpected,Taking Your Baby Home,7,10,2026-04-20,TLC
TV,Dr. Pimple Popper: Breaking Out,Gone in CYST-Y Seconds,2,1,2026-04-20,Lifetime
TV,The Quiz with Balls,First Responders Face-off,3,2,2026-04-20,FOX
TV,Top Chef,Desserts Fit For A Queen,23,7,2026-04-20,Bravo
TV,Tropic Like It's Hot,Tight Quarters to Tropical Nights,1,5,2026-04-20,HGTV
TV,The Rookie,Out of Time,8,16,2026-04-20,ABC
TV,CIA,Orbital,1,8,2026-04-20,CBS
TV,The Last Word with Lawrence O'Donnell,Episode 75,2026,75,2026-04-20,MS NOW
TV,Tropic Like It's Hot,Bachelors in Bonaire,1,6,2026-04-20,HGTV
TV,Gutfeld!,Episode 76,2026,76,2026-04-20,Fox News Channel
TV,CNN NewsNight with Abby Phillip,Episode 75,2026,75,2026-04-20,CNN
TV,"Lobo, Morir Matando",Capítulo 43,1,43,2026-04-20,Telemundo
TV,History's Greatest Warriors,The Knights Templar,1,4,2026-04-20,History
TV,"Hermanas, un Amor Compartido",Capítulo 56,1,56,2026-04-20,Las Estrellas
TV,The Daily Show,TBA,4,47,2026-04-20,Comedy Central
TV,The 11th Hour with Stephanie Ruhle,Episode 75,2026,75,2026-04-20,MS NOW
TV,Squawk Box Europe,Episode 78,2026,78,2026-04-20,CNBC Europe
TV,Amanpour & Co.,Episode 78,2026,78,2026-04-20,PBS
TV,Fox News @ Night,Episode 77,2026,77,2026-04-20,"Fox News Channel,Fox Nation"
TV,Laura Coates Live,Episode 74,2026,74,2026-04-20,CNN
TV,The Tonight Show Starring Jimmy Fallon,"Quinta Brunson, Darren Criss, Taylor Dearden, Thundercat",2026,45,2026-04-20,"NBC,Peacock"
TV,The Late Show with Stephen Colbert,"Don Cheadle, Jake Tapper",2026,50,2026-04-20,CBS
TV,Jimmy Kimmel Live,Episode 52,2026,52,2026-04-20,ABC
TV,The Story Is with Elex Michaelson,Episode 77,2026,77,2026-04-20,CNN
TV,Late Night with Seth Meyers,"Henry Winkler, Lea Michele, Aaron Tveit, Nicholas Christopher",2026,41,2026-04-20,NBC
TV,Утро ТНТ,Выпуск 504,3,70,2026-04-21,ТНТ
TV,ABC News Breakfast,Episode 77,2026,77,2026-04-21,ABC
TV,ABC News Mornings,Episode 77,2026,77,2026-04-21,ABC News
TV,Постучись в мою дверь в Москве,Серия 119,2,59,2026-04-21,Okko
TV,Тёплый ветер с севера,Серия 11,1,11,2026-04-21,Смотрим
TV,Тёплый ветер с севера,Серия 12,1,12,2026-04-21,Смотрим
TV,9News Morning,Episode 79,2026,79,2026-04-21,Nine Network
TV,Wan Jie Du Zun,Episode 426,3,152,2026-04-21,Tencent QQ
TV,Shrouding the Heavens,Episode 158,2,106,2026-04-21,Tencent QQ
TV,Swallowed Star,Episode 220,3,135,2026-04-21,Tencent QQ
TV,Apotheosis,Episode 125,3,21,2026-04-21,Youku
TV,Lian Qi Shi Wan Nian,Episode 339,3,79,2026-04-21,Tencent QQ
TV,ABC News at Noon,Episode 79,2026,79,2026-04-21,ABC
TV,World Scout: The Final Piece,Episode 9,1,9,2026-04-21,AbemaTV
TV,10 News: Lunchtime,Episode 79,2026,79,2026-04-21,Network 10
TV,Oosugiru Koi to Satsujin,Episode 3,1,3,2026-04-21,NTV
TV,Document 72 Hours,A Small Store on Tsushima Island,2026,7,2026-04-21,NHK World
TV,Dao Yao Xing,Episode 20,1,20,2026-04-21,Bilibili
TV,Reborn as a Cat,Episode 26,1,26,2026-04-21,Bilibili
TV,Xian Jian Qi Xia Zhuan San,Episode 19,1,19,2026-04-21,Mango TV
TV,Xiuxian Zhe Dazhan Chaonengli,Episode 34,1,34,2026-04-21,Youku
TV,Папины дочки. Новые,Серия 9,5,9,2026-04-21,СТС
TV,Rebirth,Episode 27,1,27,2026-04-21,Tencent QQ
TV,Rebirth,Episode 28,1,28,2026-04-21,Tencent QQ
TV,Bakemesterskapet,Kjeks å ha – del 1,3,5,2026-04-21,NRK TV
TV,This Palace Maid Isn't Very Calm,Episode 18,1,18,2026-04-21,Tencent QQ
TV,Light to the Night,Episode 5,1,5,2026-04-21,Youku
TV,Light to the Night,Episode 6,1,6,2026-04-21,Youku
TV,The Secrets of Hotel 88,Floor Show,1,35,2026-04-21,GMA
TV,Папины дочки. Новые,Серия 10,5,10,2026-04-21,СТС
TV,ABC News Afternoons,Episode 79,2026,79,2026-04-21,ABC News
TV,EastEnders,21/04/2026,2026,63,2026-04-21,BBC iPlayer
TV,ДНК,Выпуск 1318,9,127,2026-04-21,НТВ
TV,1 News at Six,Episode 111,2026,111,2026-04-21,TVNZ 1
TV,The Assembly,Anna Maxwell Martin,2,4,2026-04-21,ITVX
TV,Emmerdale,Tuesday 21st April,55,76,2026-04-21,"ITV1,ITVX"
TV,Coronation Street,Tuesday 21st April,67,76,2026-04-21,ITVX
TV,Hollyoaks,Tue 21st Apr 2026,32,46,2026-04-21,Channel 4
TV,Молодёжка. Новая смена,Серия 11,2,11,2026-04-21,СТС
TV,Черный список. На кухне,Выпуск 7,4,7,2026-04-21,Пятница
TV,Border Patrol,Episode 5,15,5,2026-04-21,TVNZ 1
TV,10 NEWS+,Episode 91,2026,91,2026-04-21,"Network 10,10 Play"
TV,Motorway Patrol,Episode 5,23,5,2026-04-21,TVNZ 1
TV,Mastermind Australia,Episode 12,8,12,2026-04-21,SBS
TV,Молодёжка. Новая смена,Серия 12,2,12,2026-04-21,СТС
TV,Универ. 15 лет спустя,Серия 6,1,6,2026-04-21,ТНТ
TV,Morning Call,Episode 22,2026,22,2026-04-21,CNBC
TV,Home and Away,Episode 8701,39,66,2026-04-21,Seven Network
TV,A Current Affair,Episode 95,2026,95,2026-04-21,Nine Network
TV,Early Start,Episode 79,2026,79,2026-04-21,CNN
TV,FOX & Friends First,Episode 79,2026,79,2026-04-21,Fox News Channel
TV,Come Dine With Me,Episode 13,10,13,2026-04-21,Kan 11
TV,The Cook Up with Adam Liaw,Timeless & Tasty,9,29,2026-04-21,SBS Food
TV,7.30,Episode 61,2026,61,2026-04-21,ABC
TV,MasterChef Australia,Episode 3,18,3,2026-04-21,Network 10
TV,След,Легион,22,115,2026-04-21,Пятый канал
TV,Krimvakta,TBA,1,8,2026-04-21,HBO Max
TV,Sommerdrømme,Afsnit 8,6,8,2026-04-21,TV2 Play
TV,Squawk Box,Episode 79,2026,79,2026-04-21,CNBC
TV,Morning Joe,Episode 78,2026,78,2026-04-21,MS NOW
TV,Foreign Correspondent,Cartel Paradise - Narco Islands (Part 2),2026,9,2026-04-21,ABC
TV,Most Wanted – Wer entkommt?,Folge 7,2,7,2026-04-21,Joyn
TV,Most Wanted – Wer entkommt?,Folge 8,2,8,2026-04-21,Joyn
TV,CNN This Morning,Episode 79,2026,79,2026-04-21,"CNN,CNN Max"
TV,Vejens Helte,Episode 12,2,12,2026-04-21,Kanal 5
TV,Фантастические TVари,Episode 26,1,26,2026-04-21,Дождь
TV,FOX & Friends,Episode 79,2026,79,2026-04-21,Fox News Channel
TV,Judgment: Cases That Changed Australia,Mabo,1,2,2026-04-21,ABC
TV,The Cheap Seats,Episode 1,6,1,2026-04-21,Network 10
TV,CNN News Central,Episode 79,2026,79,2026-04-21,CNN
TV,Good Morning America,Episode 79,2026,79,2026-04-21,ABC
TV,Today,Episode 79,2026,79,2026-04-21,NBC
TV,CBS Mornings,National Teacher of the Year,2026,79,2026-04-21,CBS
TV,10's Late News,Episode 79,2026,79,2026-04-21,10 Play
TV,Echoes of a Thousand Moons,Episode 31,1,31,2026-04-21,"CCTV-8,iQIYI"
TV,Echoes of a Thousand Moons,Episode 32,1,32,2026-04-21,"CCTV-8,iQIYI"
TV,5 News at Lunchtime,Episode 77,2026,77,2026-04-21,5
TV,An Aimsir Láithreach,Episode 111,2026,111,2026-04-21,TG4
TV,Alle mot alle,Andre kvartfinale,12,58,2026-04-21,HBO Max
TV,Judy Justice,No Love Lost Landlord,4,67,2026-04-21,Prime Video
TV,Jon blir bonde,Aktivisten Jon Almaas,2,8,2026-04-21,HBO Max
TV,Gränsbevakarna Sverige,Alligatorfötter,8,9,2026-04-21,discovery+
TV,Daredevil: Born Again,Requiem,2,6,2026-04-21,Disney+
TV,Unchosen,TBA,1,1,2026-04-21,Netflix
TV,Shadow of Love,Episode 13,1,13,2026-04-21,YouTube
TV,Shadow of Love,Episode 14,1,14,2026-04-21,YouTube
TV,Shadow of Love,Episode 15,1,15,2026-04-21,YouTube
TV,NCIS: Sydney,Ticker,3,16,2026-04-21,Paramount+
TV,Untold,The Shooting at Hawthorne Hill,6,4,2026-04-21,Netflix
TV,Celebrity Ex on the Beach,Episode 4,4,4,2026-04-21,Paramount+
TV,Amanpour,Episode 77,2026,77,2026-04-21,CNN International
TV,American Pulse,Episode 79,2026,79,2026-04-21,CNN Headlines
TV,Good Mythical Morning,04/21/2026,29,77,2026-04-21,YouTube
TV,The Game,Episode 9,5,9,2026-04-21,Shahid
TV,Good Morning Football,Episode 74,11,74,2026-04-21,NFL Network
TV,JÓLVANEZÍGY,147. rész,4,147,2026-04-21,YouTube
TV,9News Late,Episode 79,2026,79,2026-04-21,Nine Network
TV,Squawk on the Street,Episode 78,2026,78,2026-04-21,CNBC
TV,The 700 Club,Episode 77,2026,77,2026-04-21,Syndication
TV,100 Huntley Street,Episode 79,2026,79,2026-04-21,Yes TV
TV,ABC Late News,Episode 78,2026,78,2026-04-21,ABC
TV,ABC News Live First,Episode 79,2026,79,2026-04-21,ABC News Live
TV,America's Newsroom,Episode 78,2026,78,2026-04-21,Fox News Channel
TV,The Most Heretical Last Boss Queen: From Villainess to Savior,Episode 3,2,3,2026-04-21,MBS
TV,Today 3rd Hour,Episode 78,2026,78,2026-04-21,"NBC,Peacock"
TV,Sueños de libertad,Capítulo 544,3,67,2026-04-21,Antena 3
TV,Três Graças,Capítulo 158,1,158,2026-04-21,TV Globo
TV,Ana Cabrera Reports,Episode 76,2026,76,2026-04-21,MS NOW
TV,The Situation Room,Episode 79,2026,79,2026-04-21,CNN
TV,Marriage Toxin,Episode 3,1,3,2026-04-21,Fuji TV
TV,Escape to the Country,Somerset,26,46,2026-04-21,BBC One
TV,First Take,Episode 159,20,159,2026-04-21,ESPN
TV,CBS News 24/7,Episode 77,2026,77,2026-04-21,CBS News
TV,TODAY with Jenna & Sheinelle,Episode 71,1,71,2026-04-21,NBC
TV,I Want to End this Love Game,My Childhood Friend Cooks,1,2,2026-04-21,Tokyo MX
TV,Even a Replica Can Fall in Love,Episode 3,1,3,2026-04-21,AT-X
TV,I Made Friends with the Second Prettiest Girl in My Class,The Second Prettiest Girl in Class,1,3,2026-04-21,Tokyo MX
TV,Money Movers,Episode 78,2026,78,2026-04-21,CNBC
TV,Eren the Southpaw,Episode 3,1,3,2026-04-21,TV Tokyo
TV,The Faulkner Focus,Episode 79,2026,79,2026-04-21,Fox News Channel
TV,Magic Move,Episode 1,1,1,2026-04-21,One31
TV,Jeopardy!,"Returning Champion Vs. TBD Vs. TBD, Show # 9482.",42,162,2026-04-21,Syndication
